Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-27 00:00:00-05:00,71.29383882097378,71.64607358067836,70.80558765170744,71.43831634521484,35104000,0.0,0.0
2020-01-28 00:00:00-05:00,71.89169541978912,72.53936985821755,71.36707585576754,72.36798095703125,31548000,0.0,0.0
2020-01-29 00:00:00-05:00,72.67885598415737,73.0091663200214,72.07801046020607,72.6703872680664,21554000,0.0,0.0
2020-01-30 00:00:00-05:00,71.74023131308448,72.60312815337686,71.56286719618645,72.53138732910156,26788000,0.0,0.0
2020-01-31 00:00:00-05:00,73.18204897262366,73.24332933521633,71.17077440981794,71.45475769042969,48344000,0.0,0.0
2020-02-03 00:00:00-05:00,72.83828513994706,74.23327436658063,72.68832651582746,74.03099822998047,60736000,0.0,0.0
2020-02-04 00:00:00-05:00,72.59266942795216,73.21194244120252,71.05967965107749,72.0944595336914,78660000,0.0,0.0
2020-02-05 00:00:00-05:00,72.85921521589113,72.92996017106478,71.27191614536156,72.15225219726562,39724000,0.0,0.0
2020-02-06 00:00:00-05:00,72.256879383982,73.83470625780087,72.21901342432614,73.5472412109375,33588000,0.0,0.0
2020-02-07 00:00:00-05:00,73.10233247546581,74.02601552536632,73.05500192940411,73.69670104980469,23446000,0.0,0.0
2020-02-10 00:00:00-05:00,73.45208879540156,75.20478637889101,73.45208879540156,75.16393280029297,28398000,0.0,0.0
2020-02-11 00:00:00-05:00,75.31987106902943,76.20767995883487,75.0123745430737,75.1694107055664,26892000,0.0,0.0
2020-02-12 00:00:00-05:00,75.45288792672153,75.76252822139317,75.13553152149302,75.64170837402344,23352000,0.0,0.0
2020-02-13 00:00:00-05:00,75.36371020707828,76.08561888964451,74.96066315107382,75.46186065673828,18590000,0.0,0.0
2020-02-14 00:00:00-05:00,75.50869446698948,75.76477813720703,75.09717106498607,75.76477813720703,23956000,0.0,0.0
2020-02-18 00:00:00-05:00,75.47880226931406,76.30732256200518,75.3587350175316,75.71146392822266,22414000,0.0,0.0
2020-02-19 00:00:00-05:00,75.98049935111298,76.33103885266067,75.7976541278208,76.06121063232422,18986000,0.0,0.0
2020-02-20 00:00:00-05:00,75.82754262619551,76.20817874720811,75.07126495040771,75.63573455810547,21932000,0.0,0.0
2020-02-21 00:00:00-05:00,75.13154004320887,75.3400422729174,73.75698527381057,73.9896469116211,34634000,0.0,0.0
2020-02-24 00:00:00-05:00,71.05020099096896,71.5912637591547,70.31684363464926,70.82501220703125,57342000,0.0,0.0
2020-02-25 00:00:00-05:00,71.393476084412,71.64955212683627,68.87253535172991,69.1739501953125,49566000,0.0,0.0
2020-02-26 00:00:00-05:00,69.55707968652669,70.53158273955628,68.70314562476038,69.40960693359375,44048000,0.0,0.0
2020-02-27 00:00:00-05:00,67.85917139391135,68.33964561997183,65.62270804503615,65.66854858398438,59566000,0.0,0.0
2020-02-28 00:00:00-05:00,63.64631447485842,66.81692147538106,63.32247728092318,66.72674560546875,75782000,0.0,0.0
2020-03-02 00:00:00-05:00,67.33854576838041,69.29452287556465,66.10323821864563,69.20683288574219,48630000,0.0,0.0
2020-03-03 00:00:00-05:00,69.72048493834501,70.2550631453751,66.36155187083929,66.82937622070312,48046000,0.0,0.0
2020-03-04 00:00:00-05:00,67.71818774596102,69.1560223385628,66.91507361334381,69.07779693603516,38266000,0.0,0.0
2020-03-05 00:00:00-05:00,67.26830203993596,67.70224395246086,65.02137055188088,65.71588134765625,51226000,0.0,0.0
2020-03-06 00:00:00-05:00,63.624393022283726,65.07716944684681,62.82676002012818,64.68807220458984,53212000,0.0,0.0
2020-03-09 00:00:00-04:00,60.0492342948513,62.513379856277695,59.7851836751192,60.56039810180664,67308000,0.0,0.0
2020-03-10 00:00:00-04:00,62.77444398655538,63.82816060450684,60.72032413320116,63.7902946472168,52228000,0.0,0.0
2020-03-11 00:00:00-04:00,62.261291077239086,62.822275144351416,59.58939193197648,60.55292892456055,52170000,0.0,0.0
2020-03-12 00:00:00-04:00,56.09843670942591,59.47978874240491,55.46571177809637,55.545921325683594,84534000,0.0,0.0
2020-03-13 00:00:00-04:00,58.73894625394374,60.769647952918845,55.65716963315186,60.76815414428711,74002000,0.0,0.0
2020-03-16 00:00:00-04:00,54.60380312270381,57.407081382695296,53.52966348290674,54.02239227294922,85048000,0.0,0.0
2020-03-17 00:00:00-04:00,54.45981784071647,56.34056086815719,52.6114596712959,55.78954315185547,77230000,0.0,0.0
2020-03-18 00:00:00-04:00,52.63637048966399,55.126921857466215,51.6783108595846,54.64365768432617,84668000,0.0,0.0
2020-03-19 00:00:00-04:00,54.456831557327384,57.69120851467344,52.81563000992744,55.564849853515625,73022000,0.0,0.0
2020-03-20 00:00:00-04:00,56.58269453030905,56.99471585428309,53.08376886721932,53.42404556274414,72036000,0.0,0.0
2020-03-23 00:00:00-04:00,52.87601258301732,53.374222460318244,50.49536439498534,52.64185333251953,80882000,0.0,0.0
2020-03-24 00:00:00-04:00,54.99091032045878,56.54682029314317,54.33576312451831,56.51991653442383,66890000,0.0,0.0
2020-03-25 00:00:00-04:00,56.12185173507094,57.23933464646578,54.1060918807709,54.92714309692383,81630000,0.0,0.0
2020-03-26 00:00:00-04:00,55.39097589821836,58.28906350653857,54.48074469302241,57.87953567504883,71434000,0.0,0.0
